code,transcription
y1198,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-an"
y1199,"Förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa läkemedel som ej klassificeras annorstädes, med oklar avsikt-ospec område-os"
y12,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt"
y1200,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-idrott"
y1201,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-lek,fritid"
y1202,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-förvärvsarbete"
y1203,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-annan sysselsättning"
y1204,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-vitalaktivitet"
y1208,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-andra aktiviteter"
y1209,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-bostad-ospec aktiviteter"
y1210,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-idrott"
y1211,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-lek,fritid"
y1212,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-förvärvsarbete"
y1213,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-annan sysselsättning"
y1214,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-vitalaktivitet"
y1218,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-andra aktiviteter"
y1219,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-institutionellt boende-ospec aktiviteter"
y1220,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-idrott"
y1221,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-lek,fritid"
y1222,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-förvärvsarbete"
y1223,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-annan sysselsättning"
y1224,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-vitalaktivitet"
y1228,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-andra aktiviteter"
y1229,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-skola, offentlig lokal-ospec aktiviteter"
y1230,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-idrott"
y1231,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-lek,fritid"
y1232,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-förvärvsarbete"
y1233,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-annan sysselsättning"
y1234,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-vitalaktivitet"
y1238,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-andra aktiviteter"
y1239,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-idrottsanläggning-ospec aktiviteter"
y1240,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-idrott"
y1241,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-lek,fritid"
y1242,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-förvärvsarbete"
y1243,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-annan sysselsättning"
y1244,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-vitalaktivitet"
y1248,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-andra aktiviteter"
y1249,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-gata-ospec aktiviteter"
y1250,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-idrott"
y1251,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-lek,fritid"
y1252,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-förvärvsarbete"
y1253,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-annan sysselsättning"
y1254,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-vitalaktivitet"
y1258,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-andra aktiviteter"
y1259,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-serviceområde-ospec aktiviteter"
y1260,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-idrott"
y1261,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-lek,fritid"
y1262,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-förvärvsarbete"
y1263,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-annan sysselsättning"
y1264,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-vitalaktivitet"
y1268,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-andra aktiviteter"
y1269,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-industriområde-ospec aktiviteter"
y1270,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-idrott"
y1271,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-lek,fritid"
y1272,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-förvärvsarbete"
y1273,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-annan sysselsättning"
y1274,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-vitalaktivitet"
y1278,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-andra aktiviteter"
y1279,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-lantbruksområde-ospec aktiviteter"
y1280,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-idrott"
y1281,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-lek,fritid"
y1282,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-förvärvsarbete"
y1283,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-annan sysselsättning"
y1284,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-vitalaktivitet"
y1288,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-andra aktiviteter"
y1289,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-andra områden-ospec aktiviteter"
y1290,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-idrott"
y1291,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-lek,fritid"
y1292,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-förvärvsarbete"
y1293,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-annan sysselsättning"
y1294,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-vitalaktivitet"
y1298,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-andra aktiviteter"
y1299,"Förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes, med oklar avsikt-ospec område-ospec aktiviteter"
y13,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt"
y1300,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-idrott"
y1301,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-lek,fritid"
y1302,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-förvärvsarbete"
y1303,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-annan sysselsättning"
y1304,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-vitalaktivitet"
y1308,"Förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet, med oklar avsikt-bostad-andra aktiviteter"
